date,SPY,QQQ,IWM,EFA,EEM,VNQ,GLD,IEF,TLT,TIP,LQD,DBC
2008-08-07,,,,,,,,,,,,
2008-08-08,,,,,,,,,,,,
2008-08-11,,,,,,,,,,,,
2008-08-12,,,,,,,,,,,,
2008-08-13,,,,,,,,,,,,
2008-08-14,,,,,,,,,,,,
2008-08-15,,,,,,,,,,,,
2008-08-18,,,,,,,,,,,,
2008-08-19,,,,,,,,,,,,
2008-08-20,,,,,,,,,,,,
2008-08-21,,,,,,,,,,,,
2008-08-22,,,,,,,,,,,,
2008-08-25,,,,,,,,,,,,
2008-08-26,,,,,,,,,,,,
2008-08-27,,,,,,,,,,,,
2008-08-28,,,,,,,,,,,,
2008-08-29,,,,,,,,,,,,
2008-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33773702519750065,0.46080156079746337,0.0,0.12456783210629643
2008-09-03,,,,,,,,,,,,
2008-09-04,,,,,,,,,,,,
2008-09-05,,,,,,,,,,,,
2008-09-08,,,,,,,,,,,,
2008-09-09,,,,,,,,,,,,
2008-09-10,,,,,,,,,,,,
2008-09-11,,,,,,,,,,,,
2008-09-12,,,,,,,,,,,,
2008-09-15,,,,,,,,,,,,
2008-09-16,,,,,,,,,,,,
2008-09-17,,,,,,,,,,,,
2008-09-18,,,,,,,,,,,,
2008-09-19,,,,,,,,,,,,
2008-09-22,,,,,,,,,,,,
2008-09-23,,,,,,,,,,,,
2008-09-24,,,,,,,,,,,,
2008-09-25,,,,,,,,,,,,
2008-09-26,,,,,,,,,,,,
2008-09-29,,,,,,,,,,,,
2008-09-30,,,,,,,,,,,,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.11106037094734957,0.4344747518211668,0.2587085663965337,0.46423820431521035,0.0,0.0
2008-10-02,,,,,,,,,,,,
2008-10-03,,,,,,,,,,,,
2008-10-06,,,,,,,,,,,,
2008-10-07,,,,,,,,,,,,
2008-10-08,,,,,,,,,,,,
2008-10-09,,,,,,,,,,,,
2008-10-10,,,,,,,,,,,,
2008-10-13,,,,,,,,,,,,
2008-10-14,,,,,,,,,,,,
2008-10-15,,,,,,,,,,,,
2008-10-16,,,,,,,,,,,,
2008-10-17,,,,,,,,,,,,
2008-10-20,,,,,,,,,,,,
2008-10-21,,,,,,,,,,,,
2008-10-22,,,,,,,,,,,,
2008-10-23,,,,,,,,,,,,
2008-10-24,,,,,,,,,,,,
2008-10-27,,,,,,,,,,,,
2008-10-28,,,,,,,,,,,,
2008-10-29,,,,,,,,,,,,
2008-10-30,,,,,,,,,,,,
2008-10-31,,,,,,,,,,,,
2008-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4121441498061713,0.0,0.0,0.0
2008-11-04,,,,,,,,,,,,
2008-11-05,,,,,,,,,,,,
2008-11-06,,,,,,,,,,,,
2008-11-07,,,,,,,,,,,,
2008-11-10,,,,,,,,,,,,
2008-11-11,,,,,,,,,,,,
2008-11-12,,,,,,,,,,,,
2008-11-13,,,,,,,,,,,,
2008-11-14,,,,,,,,,,,,
2008-11-17,,,,,,,,,,,,
2008-11-18,,,,,,,,,,,,
2008-11-19,,,,,,,,,,,,
2008-11-20,,,,,,,,,,,,
2008-11-21,,,,,,,,,,,,
2008-11-24,,,,,,,,,,,,
2008-11-25,,,,,,,,,,,,
2008-11-26,,,,,,,,,,,,
2008-11-28,,,,,,,,,,,,
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.31996505238982853,0.0,0.0,0.0
2008-12-02,,,,,,,,,,,,
2008-12-03,,,,,,,,,,,,
2008-12-04,,,,,,,,,,,,
2008-12-05,,,,,,,,,,,,
2008-12-08,,,,,,,,,,,,
2008-12-09,,,,,,,,,,,,
2008-12-10,,,,,,,,,,,,
2008-12-11,,,,,,,,,,,,
2008-12-12,,,,,,,,,,,,
2008-12-15,,,,,,,,,,,,
2008-12-16,,,,,,,,,,,,
2008-12-17,,,,,,,,,,,,
2008-12-18,,,,,,,,,,,,
2008-12-19,,,,,,,,,,,,
2008-12-22,,,,,,,,,,,,
2008-12-23,,,,,,,,,,,,
2008-12-24,,,,,,,,,,,,
2008-12-26,,,,,,,,,,,,
2008-12-29,,,,,,,,,,,,
2008-12-30,,,,,,,,,,,,
2008-12-31,,,,,,,,,,,,
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4873435076462956,0.24702483990464924,0.0,0.2607457346048825,0.0
2009-01-05,,,,,,,,,,,,
2009-01-06,,,,,,,,,,,,
2009-01-07,,,,,,,,,,,,
2009-01-08,,,,,,,,,,,,
2009-01-09,,,,,,,,,,,,
2009-01-12,,,,,,,,,,,,
2009-01-13,,,,,,,,,,,,
2009-01-14,,,,,,,,,,,,
2009-01-15,,,,,,,,,,,,
2009-01-16,,,,,,,,,,,,
2009-01-20,,,,,,,,,,,,
2009-01-21,,,,,,,,,,,,
2009-01-22,,,,,,,,,,,,
2009-01-23,,,,,,,,,,,,
2009-01-26,,,,,,,,,,,,
2009-01-27,,,,,,,,,,,,
2009-01-28,,,,,,,,,,,,
2009-01-29,,,,,,,,,,,,
2009-01-30,,,,,,,,,,,,
2009-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.12190740385055081,0.38424193697862424,0.166896153633017,0.0,0.3241778566201264,0.0
2009-02-03,,,,,,,,,,,,
2009-02-04,,,,,,,,,,,,
2009-02-05,,,,,,,,,,,,
2009-02-06,,,,,,,,,,,,
2009-02-09,,,,,,,,,,,,
2009-02-10,,,,,,,,,,,,
2009-02-11,,,,,,,,,,,,
2009-02-12,,,,,,,,,,,,
2009-02-13,,,,,,,,,,,,
2009-02-17,,,,,,,,,,,,
2009-02-18,,,,,,,,,,,,
2009-02-19,,,,,,,,,,,,
2009-02-20,,,,,,,,,,,,
2009-02-23,,,,,,,,,,,,
2009-02-24,,,,,,,,,,,,
2009-02-25,,,,,,,,,,,,
2009-02-26,,,,,,,,,,,,
2009-02-27,,,,,,,,,,,,
2009-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.1628568810729281,0.45847014904219924,0.20179537894670588,0.0,0.0,0.0
2009-03-03,,,,,,,,,,,,
2009-03-04,,,,,,,,,,,,
2009-03-05,,,,,,,,,,,,
2009-03-06,,,,,,,,,,,,
2009-03-09,,,,,,,,,,,,
2009-03-10,,,,,,,,,,,,
2009-03-11,,,,,,,,,,,,
2009-03-12,,,,,,,,,,,,
2009-03-13,,,,,,,,,,,,
2009-03-16,,,,,,,,,,,,
2009-03-17,,,,,,,,,,,,
2009-03-18,,,,,,,,,,,,
2009-03-19,,,,,,,,,,,,
2009-03-20,,,,,,,,,,,,
2009-03-23,,,,,,,,,,,,
2009-03-24,,,,,,,,,,,,
2009-03-25,,,,,,,,,,,,
2009-03-26,,,,,,,,,,,,
2009-03-27,,,,,,,,,,,,
2009-03-30,,,,,,,,,,,,
2009-03-31,,,,,,,,,,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.13430068933277525,0.309942551507396,0.15817433723966637,0.30880486090816545,0.0,0.0
2009-04-02,,,,,,,,,,,,
2009-04-03,,,,,,,,,,,,
2009-04-06,,,,,,,,,,,,
2009-04-07,,,,,,,,,,,,
2009-04-08,,,,,,,,,,,,
2009-04-09,,,,,,,,,,,,
2009-04-13,,,,,,,,,,,,
2009-04-14,,,,,,,,,,,,
2009-04-15,,,,,,,,,,,,
2009-04-16,,,,,,,,,,,,
2009-04-17,,,,,,,,,,,,
2009-04-20,,,,,,,,,,,,
2009-04-21,,,,,,,,,,,,
2009-04-22,,,,,,,,,,,,
2009-04-23,,,,,,,,,,,,
2009-04-24,,,,,,,,,,,,
2009-04-27,,,,,,,,,,,,
2009-04-28,,,,,,,,,,,,
2009-04-29,,,,,,,,,,,,
2009-04-30,,,,,,,,,,,,
2009-05-01,0.0,0.0,0.0,0.0,0.08769697570460441,0.0,0.18546135120277585,0.39695282393340847,0.2230370328544501,0.0,0.0,0.0
2009-05-04,,,,,,,,,,,,
2009-05-05,,,,,,,,,,,,
2009-05-06,,,,,,,,,,,,
2009-05-07,,,,,,,,,,,,
2009-05-08,,,,,,,,,,,,
2009-05-11,,,,,,,,,,,,
2009-05-12,,,,,,,,,,,,
2009-05-13,,,,,,,,,,,,
2009-05-14,,,,,,,,,,,,
2009-05-15,,,,,,,,,,,,
2009-05-18,,,,,,,,,,,,
2009-05-19,,,,,,,,,,,,
2009-05-20,,,,,,,,,,,,
2009-05-21,,,,,,,,,,,,
2009-05-22,,,,,,,,,,,,
2009-05-26,,,,,,,,,,,,
2009-05-27,,,,,,,,,,,,
2009-05-28,,,,,,,,,,,,
2009-05-29,,,,,,,,,,,,
2009-06-01,0.0,0.1064330213516234,0.0,0.08762990663912662,0.0710394304339431,0.0,0.15942133302399758,0.0,0.0,0.0,0.0,0.0
2009-06-02,,,,,,,,,,,,
2009-06-03,,,,,,,,,,,,
2009-06-04,,,,,,,,,,,,
2009-06-05,,,,,,,,,,,,
2009-06-08,,,,,,,,,,,,
2009-06-09,,,,,,,,,,,,
2009-06-10,,,,,,,,,,,,
2009-06-11,,,,,,,,,,,,
2009-06-12,,,,,,,,,,,,
2009-06-15,,,,,,,,,,,,
2009-06-16,,,,,,,,,,,,
2009-06-17,,,,,,,,,,,,
2009-06-18,,,,,,,,,,,,
2009-06-19,,,,,,,,,,,,
2009-06-22,,,,,,,,,,,,
2009-06-23,,,,,,,,,,,,
2009-06-24,,,,,,,,,,,,
2009-06-25,,,,,,,,,,,,
2009-06-26,,,,,,,,,,,,
2009-06-29,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,
2009-07-01,0.0,0.14977645658116964,0.0,0.0,0.09152091003719856,0.0,0.18816140111147386,0.0,0.0,0.0,0.43666264755334055,0.0
2009-07-02,,,,,,,,,,,,
2009-07-06,,,,,,,,,,,,
2009-07-07,,,,,,,,,,,,
2009-07-08,,,,,,,,,,,,
2009-07-09,,,,,,,,,,,,
2009-07-10,,,,,,,,,,,,
2009-07-13,,,,,,,,,,,,
2009-07-14,,,,,,,,,,,,
2009-07-15,,,,,,,,,,,,
2009-07-16,,,,,,,,,,,,
2009-07-17,,,,,,,,,,,,
2009-07-20,,,,,,,,,,,,
2009-07-21,,,,,,,,,,,,
2009-07-22,,,,,,,,,,,,
2009-07-23,,,,,,,,,,,,
2009-07-24,,,,,,,,,,,,
2009-07-27,,,,,,,,,,,,
2009-07-28,,,,,,,,,,,,
2009-07-29,,,,,,,,,,,,
2009-07-30,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,
2009-08-03,0.0,0.1319145007958155,0.0,0.10304983521645107,0.08393470272313433,0.0,0.0,0.0,0.0,0.0,0.3153707076894904,0.0
2009-08-04,,,,,,,,,,,,
2009-08-05,,,,,,,,,,,,
2009-08-06,,,,,,,,,,,,
2009-08-07,,,,,,,,,,,,
2009-08-10,,,,,,,,,,,,
2009-08-11,,,,,,,,,,,,
2009-08-12,,,,,,,,,,,,
2009-08-13,,,,,,,,,,,,
2009-08-14,,,,,,,,,,,,
2009-08-17,,,,,,,,,,,,
2009-08-18,,,,,,,,,,,,
2009-08-19,,,,,,,,,,,,
2009-08-20,,,,,,,,,,,,
2009-08-21,,,,,,,,,,,,
2009-08-24,,,,,,,,,,,,
2009-08-25,,,,,,,,,,,,
2009-08-26,,,,,,,,,,,,
2009-08-27,,,,,,,,,,,,
2009-08-28,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,
2009-09-01,0.0,0.11381190044326318,0.0,0.09564847615723575,0.07516568915987636,0.053266253717861214,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-02,,,,,,,,,,,,
2009-09-03,,,,,,,,,,,,
2009-09-04,,,,,,,,,,,,
2009-09-08,,,,,,,,,,,,
2009-09-09,,,,,,,,,,,,
2009-09-10,,,,,,,,,,,,
2009-09-11,,,,,,,,,,,,
2009-09-14,,,,,,,,,,,,
2009-09-15,,,,,,,,,,,,
2009-09-16,,,,,,,,,,,,
2009-09-17,,,,,,,,,,,,
2009-09-18,,,,,,,,,,,,
2009-09-21,,,,,,,,,,,,
2009-09-22,,,,,,,,,,,,
2009-09-23,,,,,,,,,,,,
2009-09-24,,,,,,,,,,,,
2009-09-25,,,,,,,,,,,,
2009-09-28,,,,,,,,,,,,
2009-09-29,,,,,,,,,,,,
2009-09-30,,,,,,,,,,,,
2009-10-01,0.0,0.14157754984022422,0.0,0.127357966912653,0.09701654825166967,0.06366516045327829,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-02,,,,,,,,,,,,
2009-10-05,,,,,,,,,,,,
2009-10-06,,,,,,,,,,,,
2009-10-07,,,,,,,,,,,,
2009-10-08,,,,,,,,,,,,
2009-10-09,,,,,,,,,,,,
2009-10-12,,,,,,,,,,,,
2009-10-13,,,,,,,,,,,,
2009-10-14,,,,,,,,,,,,
2009-10-15,,,,,,,,,,,,
2009-10-16,,,,,,,,,,,,
2009-10-19,,,,,,,,,,,,
2009-10-20,,,,,,,,,,,,
2009-10-21,,,,,,,,,,,,
2009-10-22,,,,,,,,,,,,
2009-10-23,,,,,,,,,,,,
2009-10-26,,,,,,,,,,,,
2009-10-27,,,,,,,,,,,,
2009-10-28,,,,,,,,,,,,
2009-10-29,,,,,,,,,,,,
2009-10-30,,,,,,,,,,,,
2009-11-02,0.0,0.18170312545580064,0.0,0.148371815007869,0.11564560924024815,0.0,0.2138115032951969,0.0,0.0,0.0,0.0,0.0
2009-11-03,,,,,,,,,,,,
2009-11-04,,,,,,,,,,,,
2009-11-05,,,,,,,,,,,,
2009-11-06,,,,,,,,,,,,
2009-11-09,,,,,,,,,,,,
2009-11-10,,,,,,,,,,,,
2009-11-11,,,,,,,,,,,,
2009-11-12,,,,,,,,,,,,
2009-11-13,,,,,,,,,,,,
2009-11-16,,,,,,,,,,,,
2009-11-17,,,,,,,,,,,,
2009-11-18,,,,,,,,,,,,
2009-11-19,,,,,,,,,,,,
2009-11-20,,,,,,,,,,,,
2009-11-23,,,,,,,,,,,,
2009-11-24,,,,,,,,,,,,
2009-11-25,,,,,,,,,,,,
2009-11-27,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,
2009-12-01,0.0,0.20396001770364824,0.0,0.0,0.11917461090026768,0.09562632368524454,0.21917315386240044,0.0,0.0,0.0,0.0,0.0
2009-12-02,,,,,,,,,,,,
2009-12-03,,,,,,,,,,,,
2009-12-04,,,,,,,,,,,,
2009-12-07,,,,,,,,,,,,
2009-12-08,,,,,,,,,,,,
2009-12-09,,,,,,,,,,,,
2009-12-10,,,,,,,,,,,,
2009-12-11,,,,,,,,,,,,
2009-12-14,,,,,,,,,,,,
2009-12-15,,,,,,,,,,,,
2009-12-16,,,,,,,,,,,,
2009-12-17,,,,,,,,,,,,
2009-12-18,,,,,,,,,,,,
2009-12-21,,,,,,,,,,,,
2009-12-22,,,,,,,,,,,,
2009-12-23,,,,,,,,,,,,
2009-12-24,,,,,,,,,,,,
2009-12-28,,,,,,,,,,,,
2009-12-29,,,,,,,,,,,,
2009-12-30,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,
2010-01-04,0.0,0.19779075130830687,0.1366554678716351,0.0,0.10972849315194035,0.10287116476095723,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-05,,,,,,,,,,,,
2010-01-06,,,,,,,,,,,,
2010-01-07,,,,,,,,,,,,
2010-01-08,,,,,,,,,,,,
2010-01-11,,,,,,,,,,,,
2010-01-12,,,,,,,,,,,,
2010-01-13,,,,,,,,,,,,
2010-01-14,,,,,,,,,,,,
2010-01-15,,,,,,,,,,,,
2010-01-19,,,,,,,,,,,,
2010-01-20,,,,,,,,,,,,
2010-01-21,,,,,,,,,,,,
2010-01-22,,,,,,,,,,,,
2010-01-25,,,,,,,,,,,,
2010-01-26,,,,,,,,,,,,
2010-01-27,,,,,,,,,,,,
2010-01-28,,,,,,,,,,,,
2010-01-29,,,,,,,,,,,,
2010-02-01,0.0,0.17291639475489567,0.14260960754689658,0.0,0.11646088813522543,0.11626950852841907,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-02,,,,,,,,,,,,
2010-02-03,,,,,,,,,,,,
2010-02-04,,,,,,,,,,,,
2010-02-05,,,,,,,,,,,,
2010-02-08,,,,,,,,,,,,
2010-02-09,,,,,,,,,,,,
2010-02-10,,,,,,,,,,,,
2010-02-11,,,,,,,,,,,,
2010-02-12,,,,,,,,,,,,
2010-02-16,,,,,,,,,,,,
2010-02-17,,,,,,,,,,,,
2010-02-18,,,,,,,,,,,,
2010-02-19,,,,,,,,,,,,
2010-02-22,,,,,,,,,,,,
2010-02-23,,,,,,,,,,,,
2010-02-24,,,,,,,,,,,,
2010-02-25,,,,,,,,,,,,
2010-02-26,,,,,,,,,,,,
2010-03-01,0.0,0.1733321031161223,0.14986397816536184,0.0,0.11581348607197381,0.12313481673562676,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-02,,,,,,,,,,,,
2010-03-03,,,,,,,,,,,,
2010-03-04,,,,,,,,,,,,
2010-03-05,,,,,,,,,,,,
2010-03-08,,,,,,,,,,,,
2010-03-09,,,,,,,,,,,,
2010-03-10,,,,,,,,,,,,
2010-03-11,,,,,,,,,,,,
2010-03-12,,,,,,,,,,,,
2010-03-15,,,,,,,,,,,,
2010-03-16,,,,,,,,,,,,
2010-03-17,,,,,,,,,,,,
2010-03-18,,,,,,,,,,,,
2010-03-19,,,,,,,,,,,,
2010-03-22,,,,,,,,,,,,
2010-03-23,,,,,,,,,,,,
2010-03-24,,,,,,,,,,,,
2010-03-25,,,,,,,,,,,,
2010-03-26,,,,,,,,,,,,
2010-03-29,,,,,,,,,,,,
2010-03-30,,,,,,,,,,,,
2010-03-31,,,,,,,,,,,,
2010-04-01,0.0,0.18092715322021374,0.16110763876677714,0.0,0.12016476472781355,0.13956399473419126,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-05,,,,,,,,,,,,
2010-04-06,,,,,,,,,,,,
2010-04-07,,,,,,,,,,,,
2010-04-08,,,,,,,,,,,,
2010-04-09,,,,,,,,,,,,
2010-04-12,,,,,,,,,,,,
2010-04-13,,,,,,,,,,,,
2010-04-14,,,,,,,,,,,,
2010-04-15,,,,,,,,,,,,
2010-04-16,,,,,,,,,,,,
2010-04-19,,,,,,,,,,,,
2010-04-20,,,,,,,,,,,,
2010-04-21,,,,,,,,,,,,
2010-04-22,,,,,,,,,,,,
2010-04-23,,,,,,,,,,,,
2010-04-26,,,,,,,,,,,,
2010-04-27,,,,,,,,,,,,
2010-04-28,,,,,,,,,,,,
2010-04-29,,,,,,,,,,,,
2010-04-30,,,,,,,,,,,,
2010-05-03,0.21971252095006652,0.22077173057470997,0.16353566418889431,0.0,0.0,0.11746926774198181,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-04,,,,,,,,,,,,
2010-05-05,,,,,,,,,,,,
2010-05-06,,,,,,,,,,,,
2010-05-07,,,,,,,,,,,,
2010-05-10,,,,,,,,,,,,
2010-05-11,,,,,,,,,,,,
2010-05-12,,,,,,,,,,,,
2010-05-13,,,,,,,,,,,,
2010-05-14,,,,,,,,,,,,
2010-05-17,,,,,,,,,,,,
2010-05-18,,,,,,,,,,,,
2010-05-19,,,,,,,,,,,,
2010-05-20,,,,,,,,,,,,
2010-05-21,,,,,,,,,,,,
2010-05-24,,,,,,,,,,,,
2010-05-25,,,,,,,,,,,,
2010-05-26,,,,,,,,,,,,
2010-05-27,,,,,,,,,,,,
2010-05-28,,,,,,,,,,,,
2010-06-01,0.0,0.1833361424899905,0.1445151563501787,0.0,0.0,0.11907402633517981,0.25661182105285835,0.0,0.0,0.0,0.0,0.0
2010-06-02,,,,,,,,,,,,
2010-06-03,,,,,,,,,,,,
2010-06-04,,,,,,,,,,,,
2010-06-07,,,,,,,,,,,,
2010-06-08,,,,,,,,,,,,
2010-06-09,,,,,,,,,,,,
2010-06-10,,,,,,,,,,,,
2010-06-11,,,,,,,,,,,,
2010-06-14,,,,,,,,,,,,
2010-06-15,,,,,,,,,,,,
2010-06-16,,,,,,,,,,,,
2010-06-17,,,,,,,,,,,,
2010-06-18,,,,,,,,,,,,
2010-06-21,,,,,,,,,,,,
2010-06-22,,,,,,,,,,,,
2010-06-23,,,,,,,,,,,,
2010-06-24,,,,,,,,,,,,
2010-06-25,,,,,,,,,,,,
2010-06-28,,,,,,,,,,,,
2010-06-29,,,,,,,,,,,,
2010-06-30,,,,,,,,,,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.1404398933358777,0.3041903463420881,0.5,0.33587279501319506,0.0,0.0,0.0
2010-07-02,,,,,,,,,,,,
2010-07-06,,,,,,,,,,,,
2010-07-07,,,,,,,,,,,,
2010-07-08,,,,,,,,,,,,
2010-07-09,,,,,,,,,,,,
2010-07-12,,,,,,,,,,,,
2010-07-13,,,,,,,,,,,,
2010-07-14,,,,,,,,,,,,
2010-07-15,,,,,,,,,,,,
2010-07-16,,,,,,,,,,,,
2010-07-19,,,,,,,,,,,,
2010-07-20,,,,,,,,,,,,
2010-07-21,,,,,,,,,,,,
2010-07-22,,,,,,,,,,,,
2010-07-23,,,,,,,,,,,,
2010-07-26,,,,,,,,,,,,
2010-07-27,,,,,,,,,,,,
2010-07-28,,,,,,,,,,,,
2010-07-29,,,,,,,,,,,,
2010-07-30,,,,,,,,,,,,
2010-08-02,0.0,0.0,0.0,0.0,0.20068437034960124,0.18665263788617217,0.394296164097748,0.0,0.41849824452657813,0.0,0.0,0.0
2010-08-03,,,,,,,,,,,,
2010-08-04,,,,,,,,,,,,
2010-08-05,,,,,,,,,,,,
2010-08-06,,,,,,,,,,,,
2010-08-09,,,,,,,,,,,,
2010-08-10,,,,,,,,,,,,
2010-08-11,,,,,,,,,,,,
2010-08-12,,,,,,,,,,,,
2010-08-13,,,,,,,,,,,,
2010-08-16,,,,,,,,,,,,
2010-08-17,,,,,,,,,,,,
2010-08-18,,,,,,,,,,,,
2010-08-19,,,,,,,,,,,,
2010-08-20,,,,,,,,,,,,
2010-08-23,,,,,,,,,,,,
2010-08-24,,,,,,,,,,,,
2010-08-25,,,,,,,,,,,,
2010-08-26,,,,,,,,,,,,
2010-08-27,,,,,,,,,,,,
2010-08-30,,,,,,,,,,,,
2010-08-31,,,,,,,,,,,,
2010-09-01,0.0,0.0,0.0,0.0,0.24124089434406334,0.19687414794118951,0.39728593216488517,0.0,0.36011129798990477,0.0,0.0,0.0
2010-09-02,,,,,,,,,,,,
2010-09-03,,,,,,,,,,,,
2010-09-07,,,,,,,,,,,,
2010-09-08,,,,,,,,,,,,
2010-09-09,,,,,,,,,,,,
2010-09-10,,,,,,,,,,,,
2010-09-13,,,,,,,,,,,,
2010-09-14,,,,,,,,,,,,
2010-09-15,,,,,,,,,,,,
2010-09-16,,,,,,,,,,,,
2010-09-17,,,,,,,,,,,,
2010-09-20,,,,,,,,,,,,
2010-09-21,,,,,,,,,,,,
2010-09-22,,,,,,,,,,,,
2010-09-23,,,,,,,,,,,,
2010-09-24,,,,,,,,,,,,
2010-09-27,,,,,,,,,,,,
2010-09-28,,,,,,,,,,,,
2010-09-29,,,,,,,,,,,,
2010-09-30,,,,,,,,,,,,
2010-10-01,0.0,0.16605747394528655,0.0,0.0,0.15153606760735408,0.11694912327174535,0.28240061858536425,0.0,0.0,0.0,0.0,0.0
2010-10-04,,,,,,,,,,,,
2010-10-05,,,,,,,,,,,,
2010-10-06,,,,,,,,,,,,
2010-10-07,,,,,,,,,,,,
2010-10-08,,,,,,,,,,,,
2010-10-11,,,,,,,,,,,,
2010-10-12,,,,,,,,,,,,
2010-10-13,,,,,,,,,,,,
2010-10-14,,,,,,,,,,,,
2010-10-15,,,,,,,,,,,,
2010-10-18,,,,,,,,,,,,
2010-10-19,,,,,,,,,,,,
2010-10-20,,,,,,,,,,,,
2010-10-21,,,,,,,,,,,,
2010-10-22,,,,,,,,,,,,
2010-10-25,,,,,,,,,,,,
2010-10-26,,,,,,,,,,,,
2010-10-27,,,,,,,,,,,,
2010-10-28,,,,,,,,,,,,
2010-10-29,,,,,,,,,,,,
2010-11-01,0.0,0.16866530418645978,0.0,0.0,0.14625427857732964,0.13870077271271858,0.21533238508464106,0.0,0.0,0.0,0.0,0.0
2010-11-02,,,,,,,,,,,,
2010-11-03,,,,,,,,,,,,
2010-11-04,,,,,,,,,,,,
2010-11-05,,,,,,,,,,,,
2010-11-08,,,,,,,,,,,,
2010-11-09,,,,,,,,,,,,
2010-11-10,,,,,,,,,,,,
2010-11-11,,,,,,,,,,,,
2010-11-12,,,,,,,,,,,,
2010-11-15,,,,,,,,,,,,
2010-11-16,,,,,,,,,,,,
2010-11-17,,,,,,,,,,,,
2010-11-18,,,,,,,,,,,,
2010-11-19,,,,,,,,,,,,
2010-11-22,,,,,,,,,,,,
2010-11-23,,,,,,,,,,,,
2010-11-24,,,,,,,,,,,,
2010-11-26,,,,,,,,,,,,
2010-11-29,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,
2010-12-01,0.0,0.17263840667095856,0.1322702722484507,0.0,0.12298770548933746,0.12717635046942952,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-02,,,,,,,,,,,,
2010-12-03,,,,,,,,,,,,
2010-12-06,,,,,,,,,,,,
2010-12-07,,,,,,,,,,,,
2010-12-08,,,,,,,,,,,,
2010-12-09,,,,,,,,,,,,
2010-12-10,,,,,,,,,,,,
2010-12-13,,,,,,,,,,,,
2010-12-14,,,,,,,,,,,,
2010-12-15,,,,,,,,,,,,
2010-12-16,,,,,,,,,,,,
2010-12-17,,,,,,,,,,,,
2010-12-20,,,,,,,,,,,,
2010-12-21,,,,,,,,,,,,
2010-12-22,,,,,,,,,,,,
2010-12-23,,,,,,,,,,,,
2010-12-27,,,,,,,,,,,,
2010-12-28,,,,,,,,,,,,
2010-12-29,,,,,,,,,,,,
2010-12-30,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,
2011-01-03,0.0,0.21035669005116242,0.17685476230082417,0.0,0.0,0.15909977678479872,0.0,0.0,0.0,0.0,0.0,0.1355414077995018
2011-01-04,,,,,,,,,,,,
2011-01-05,,,,,,,,,,,,
2011-01-06,,,,,,,,,,,,
2011-01-07,,,,,,,,,,,,
2011-01-10,,,,,,,,,,,,
2011-01-11,,,,,,,,,,,,
2011-01-12,,,,,,,,,,,,
2011-01-13,,,,,,,,,,,,
2011-01-14,,,,,,,,,,,,
2011-01-18,,,,,,,,,,,,
2011-01-19,,,,,,,,,,,,
2011-01-20,,,,,,,,,,,,
2011-01-21,,,,,,,,,,,,
2011-01-24,,,,,,,,,,,,
2011-01-25,,,,,,,,,,,,
2011-01-26,,,,,,,,,,,,
2011-01-27,,,,,,,,,,,,
2011-01-28,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,
2011-02-01,0.0,0.23464639803995652,0.1885129266382629,0.0,0.0,0.18133024453989952,0.0,0.0,0.0,0.0,0.0,0.1680255682830134
2011-02-02,,,,,,,,,,,,
2011-02-03,,,,,,,,,,,,
2011-02-04,,,,,,,,,,,,
2011-02-07,,,,,,,,,,,,
2011-02-08,,,,,,,,,,,,
2011-02-09,,,,,,,,,,,,
2011-02-10,,,,,,,,,,,,
2011-02-11,,,,,,,,,,,,
2011-02-14,,,,,,,,,,,,
2011-02-15,,,,,,,,,,,,
2011-02-16,,,,,,,,,,,,
2011-02-17,,,,,,,,,,,,
2011-02-18,,,,,,,,,,,,
2011-02-22,,,,,,,,,,,,
2011-02-23,,,,,,,,,,,,
2011-02-24,,,,,,,,,,,,
2011-02-25,,,,,,,,,,,,
2011-02-28,,,,,,,,,,,,
