date,SPY,QQQ,IWM,EFA,EEM,VNQ,GLD,IEF,TLT,TIP,LQD,DBC
2008-08-13,,,,,,,,,,,,
2008-08-14,,,,,,,,,,,,
2008-08-15,,,,,,,,,,,,
2008-08-18,,,,,,,,,,,,
2008-08-19,,,,,,,,,,,,
2008-08-20,,,,,,,,,,,,
2008-08-21,,,,,,,,,,,,
2008-08-22,,,,,,,,,,,,
2008-08-25,,,,,,,,,,,,
2008-08-26,,,,,,,,,,,,
2008-08-27,,,,,,,,,,,,
2008-08-28,,,,,,,,,,,,
2008-08-29,,,,,,,,,,,,
2008-09-02,0.0,0.0,0.17834495442390547,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.15161605989061364
2008-09-03,,,,,,,,,,,,
2008-09-04,,,,,,,,,,,,
2008-09-05,,,,,,,,,,,,
2008-09-08,,,,,,,,,,,,
2008-09-09,,,,,,,,,,,,
2008-09-10,,,,,,,,,,,,
2008-09-11,,,,,,,,,,,,
2008-09-12,,,,,,,,,,,,
2008-09-15,,,,,,,,,,,,
2008-09-16,,,,,,,,,,,,
2008-09-17,,,,,,,,,,,,
2008-09-18,,,,,,,,,,,,
2008-09-19,,,,,,,,,,,,
2008-09-22,,,,,,,,,,,,
2008-09-23,,,,,,,,,,,,
2008-09-24,,,,,,,,,,,,
2008-09-25,,,,,,,,,,,,
2008-09-26,,,,,,,,,,,,
2008-09-29,,,,,,,,,,,,
2008-09-30,,,,,,,,,,,,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.11106037094734957,0.4344747518211668,0.2587085663965337,0.46423820431521035,0.0,0.0
2008-10-02,,,,,,,,,,,,
2008-10-03,,,,,,,,,,,,
2008-10-06,,,,,,,,,,,,
2008-10-07,,,,,,,,,,,,
2008-10-08,,,,,,,,,,,,
2008-10-09,,,,,,,,,,,,
2008-10-10,,,,,,,,,,,,
2008-10-13,,,,,,,,,,,,
2008-10-14,,,,,,,,,,,,
2008-10-15,,,,,,,,,,,,
2008-10-16,,,,,,,,,,,,
2008-10-17,,,,,,,,,,,,
2008-10-20,,,,,,,,,,,,
2008-10-21,,,,,,,,,,,,
2008-10-22,,,,,,,,,,,,
2008-10-23,,,,,,,,,,,,
2008-10-24,,,,,,,,,,,,
2008-10-27,,,,,,,,,,,,
2008-10-28,,,,,,,,,,,,
2008-10-29,,,,,,,,,,,,
2008-10-30,,,,,,,,,,,,
2008-10-31,,,,,,,,,,,,
2008-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4121441498061713,0.0,0.0,0.0
2008-11-04,,,,,,,,,,,,
2008-11-05,,,,,,,,,,,,
2008-11-06,,,,,,,,,,,,
2008-11-07,,,,,,,,,,,,
2008-11-10,,,,,,,,,,,,
2008-11-11,,,,,,,,,,,,
2008-11-12,,,,,,,,,,,,
2008-11-13,,,,,,,,,,,,
2008-11-14,,,,,,,,,,,,
2008-11-17,,,,,,,,,,,,
2008-11-18,,,,,,,,,,,,
2008-11-19,,,,,,,,,,,,
2008-11-20,,,,,,,,,,,,
2008-11-21,,,,,,,,,,,,
2008-11-24,,,,,,,,,,,,
2008-11-25,,,,,,,,,,,,
2008-11-26,,,,,,,,,,,,
2008-11-28,,,,,,,,,,,,
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.31996505238982853,0.0,0.0,0.0
2008-12-02,,,,,,,,,,,,
2008-12-03,,,,,,,,,,,,
2008-12-04,,,,,,,,,,,,
2008-12-05,,,,,,,,,,,,
2008-12-08,,,,,,,,,,,,
2008-12-09,,,,,,,,,,,,
2008-12-10,,,,,,,,,,,,
2008-12-11,,,,,,,,,,,,
2008-12-12,,,,,,,,,,,,
2008-12-15,,,,,,,,,,,,
2008-12-16,,,,,,,,,,,,
2008-12-17,,,,,,,,,,,,
2008-12-18,,,,,,,,,,,,
2008-12-19,,,,,,,,,,,,
2008-12-22,,,,,,,,,,,,
2008-12-23,,,,,,,,,,,,
2008-12-24,,,,,,,,,,,,
2008-12-26,,,,,,,,,,,,
2008-12-29,,,,,,,,,,,,
2008-12-30,,,,,,,,,,,,
2008-12-31,,,,,,,,,,,,
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4873435076462956,0.24702483990464924,0.0,0.2607457346048825,0.0
2009-01-05,,,,,,,,,,,,
2009-01-06,,,,,,,,,,,,
2009-01-07,,,,,,,,,,,,
2009-01-08,,,,,,,,,,,,
2009-01-09,,,,,,,,,,,,
2009-01-12,,,,,,,,,,,,
2009-01-13,,,,,,,,,,,,
2009-01-14,,,,,,,,,,,,
2009-01-15,,,,,,,,,,,,
2009-01-16,,,,,,,,,,,,
2009-01-20,,,,,,,,,,,,
2009-01-21,,,,,,,,,,,,
2009-01-22,,,,,,,,,,,,
2009-01-23,,,,,,,,,,,,
2009-01-26,,,,,,,,,,,,
2009-01-27,,,,,,,,,,,,
2009-01-28,,,,,,,,,,,,
2009-01-29,,,,,,,,,,,,
2009-01-30,,,,,,,,,,,,
2009-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.12190740385055081,0.38424193697862424,0.166896153633017,0.0,0.3241778566201264,0.0
2009-02-03,,,,,,,,,,,,
2009-02-04,,,,,,,,,,,,
2009-02-05,,,,,,,,,,,,
2009-02-06,,,,,,,,,,,,
2009-02-09,,,,,,,,,,,,
2009-02-10,,,,,,,,,,,,
2009-02-11,,,,,,,,,,,,
2009-02-12,,,,,,,,,,,,
2009-02-13,,,,,,,,,,,,
2009-02-17,,,,,,,,,,,,
2009-02-18,,,,,,,,,,,,
2009-02-19,,,,,,,,,,,,
2009-02-20,,,,,,,,,,,,
2009-02-23,,,,,,,,,,,,
2009-02-24,,,,,,,,,,,,
2009-02-25,,,,,,,,,,,,
2009-02-26,,,,,,,,,,,,
2009-02-27,,,,,,,,,,,,
2009-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.1628568810729281,0.45847014904219924,0.20179537894670588,0.0,0.0,0.0
2009-03-03,,,,,,,,,,,,
2009-03-04,,,,,,,,,,,,
2009-03-05,,,,,,,,,,,,
2009-03-06,,,,,,,,,,,,
2009-03-09,,,,,,,,,,,,
2009-03-10,,,,,,,,,,,,
2009-03-11,,,,,,,,,,,,
2009-03-12,,,,,,,,,,,,
2009-03-13,,,,,,,,,,,,
2009-03-16,,,,,,,,,,,,
2009-03-17,,,,,,,,,,,,
2009-03-18,,,,,,,,,,,,
2009-03-19,,,,,,,,,,,,
2009-03-20,,,,,,,,,,,,
2009-03-23,,,,,,,,,,,,
2009-03-24,,,,,,,,,,,,
2009-03-25,,,,,,,,,,,,
2009-03-26,,,,,,,,,,,,
2009-03-27,,,,,,,,,,,,
2009-03-30,,,,,,,,,,,,
2009-03-31,,,,,,,,,,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.13430068933277525,0.309942551507396,0.15817433723966637,0.30880486090816545,0.0,0.0
2009-04-02,,,,,,,,,,,,
2009-04-03,,,,,,,,,,,,
2009-04-06,,,,,,,,,,,,
2009-04-07,,,,,,,,,,,,
2009-04-08,,,,,,,,,,,,
2009-04-09,,,,,,,,,,,,
2009-04-13,,,,,,,,,,,,
2009-04-14,,,,,,,,,,,,
2009-04-15,,,,,,,,,,,,
2009-04-16,,,,,,,,,,,,
2009-04-17,,,,,,,,,,,,
2009-04-20,,,,,,,,,,,,
2009-04-21,,,,,,,,,,,,
2009-04-22,,,,,,,,,,,,
2009-04-23,,,,,,,,,,,,
2009-04-24,,,,,,,,,,,,
2009-04-27,,,,,,,,,,,,
2009-04-28,,,,,,,,,,,,
2009-04-29,,,,,,,,,,,,
2009-04-30,,,,,,,,,,,,
2009-05-01,0.0,0.0,0.0,0.0,0.08590567267583335,0.0,0.1816731079086338,0.3888446447165303,0.0,0.0,0.4025200915374659,0.0
2009-05-04,,,,,,,,,,,,
2009-05-05,,,,,,,,,,,,
2009-05-06,,,,,,,,,,,,
2009-05-07,,,,,,,,,,,,
2009-05-08,,,,,,,,,,,,
2009-05-11,,,,,,,,,,,,
2009-05-12,,,,,,,,,,,,
2009-05-13,,,,,,,,,,,,
2009-05-14,,,,,,,,,,,,
2009-05-15,,,,,,,,,,,,
2009-05-18,,,,,,,,,,,,
2009-05-19,,,,,,,,,,,,
2009-05-20,,,,,,,,,,,,
2009-05-21,,,,,,,,,,,,
2009-05-22,,,,,,,,,,,,
2009-05-26,,,,,,,,,,,,
2009-05-27,,,,,,,,,,,,
2009-05-28,,,,,,,,,,,,
2009-05-29,,,,,,,,,,,,
2009-06-01,0.0,0.0,0.0,0.0,0.08949277104771432,0.0,0.20083292854810303,0.0,0.0,0.3934924359174253,0.3944661013191947,0.0
2009-06-02,,,,,,,,,,,,
2009-06-03,,,,,,,,,,,,
2009-06-04,,,,,,,,,,,,
2009-06-05,,,,,,,,,,,,
2009-06-08,,,,,,,,,,,,
2009-06-09,,,,,,,,,,,,
2009-06-10,,,,,,,,,,,,
2009-06-11,,,,,,,,,,,,
2009-06-12,,,,,,,,,,,,
2009-06-15,,,,,,,,,,,,
2009-06-16,,,,,,,,,,,,
2009-06-17,,,,,,,,,,,,
2009-06-18,,,,,,,,,,,,
2009-06-19,,,,,,,,,,,,
2009-06-22,,,,,,,,,,,,
2009-06-23,,,,,,,,,,,,
2009-06-24,,,,,,,,,,,,
2009-06-25,,,,,,,,,,,,
2009-06-26,,,,,,,,,,,,
2009-06-29,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,
2009-07-01,0.0,0.0,0.0,0.0,0.09680278840150029,0.0,0.19902062042128457,0.0,0.0,0.498007319993462,0.46186343488896997,0.0
2009-07-02,,,,,,,,,,,,
2009-07-06,,,,,,,,,,,,
2009-07-07,,,,,,,,,,,,
2009-07-08,,,,,,,,,,,,
2009-07-09,,,,,,,,,,,,
2009-07-10,,,,,,,,,,,,
2009-07-13,,,,,,,,,,,,
2009-07-14,,,,,,,,,,,,
2009-07-15,,,,,,,,,,,,
2009-07-16,,,,,,,,,,,,
2009-07-17,,,,,,,,,,,,
2009-07-20,,,,,,,,,,,,
2009-07-21,,,,,,,,,,,,
2009-07-22,,,,,,,,,,,,
2009-07-23,,,,,,,,,,,,
2009-07-24,,,,,,,,,,,,
2009-07-27,,,,,,,,,,,,
2009-07-28,,,,,,,,,,,,
2009-07-29,,,,,,,,,,,,
2009-07-30,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,
2009-08-03,0.0,0.17052399727480416,0.0,0.0,0.10850119533542048,0.0,0.2304939105421301,0.0,0.0,0.0,0.40767522428665137,0.0
2009-08-04,,,,,,,,,,,,
2009-08-05,,,,,,,,,,,,
2009-08-06,,,,,,,,,,,,
2009-08-07,,,,,,,,,,,,
2009-08-10,,,,,,,,,,,,
2009-08-11,,,,,,,,,,,,
2009-08-12,,,,,,,,,,,,
2009-08-13,,,,,,,,,,,,
2009-08-14,,,,,,,,,,,,
2009-08-17,,,,,,,,,,,,
2009-08-18,,,,,,,,,,,,
2009-08-19,,,,,,,,,,,,
2009-08-20,,,,,,,,,,,,
2009-08-21,,,,,,,,,,,,
2009-08-24,,,,,,,,,,,,
2009-08-25,,,,,,,,,,,,
2009-08-26,,,,,,,,,,,,
2009-08-27,,,,,,,,,,,,
2009-08-28,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,
2009-09-01,0.0,0.0,0.0,0.0,0.12491157613452804,0.0,0.24793723298550555,0.0,0.0,0.5,0.42725645896694714,0.0
2009-09-02,,,,,,,,,,,,
2009-09-03,,,,,,,,,,,,
2009-09-04,,,,,,,,,,,,
2009-09-08,,,,,,,,,,,,
2009-09-09,,,,,,,,,,,,
2009-09-10,,,,,,,,,,,,
2009-09-11,,,,,,,,,,,,
2009-09-14,,,,,,,,,,,,
2009-09-15,,,,,,,,,,,,
2009-09-16,,,,,,,,,,,,
2009-09-17,,,,,,,,,,,,
2009-09-18,,,,,,,,,,,,
2009-09-21,,,,,,,,,,,,
2009-09-22,,,,,,,,,,,,
2009-09-23,,,,,,,,,,,,
2009-09-24,,,,,,,,,,,,
2009-09-25,,,,,,,,,,,,
2009-09-28,,,,,,,,,,,,
2009-09-29,,,,,,,,,,,,
2009-09-30,,,,,,,,,,,,
2009-10-01,0.0,0.0,0.0,0.0,0.12999702817001482,0.0,0.2471900824558323,0.0,0.0,0.5,0.42527471622990176,0.0
2009-10-02,,,,,,,,,,,,
2009-10-05,,,,,,,,,,,,
2009-10-06,,,,,,,,,,,,
2009-10-07,,,,,,,,,,,,
2009-10-08,,,,,,,,,,,,
2009-10-09,,,,,,,,,,,,
2009-10-12,,,,,,,,,,,,
2009-10-13,,,,,,,,,,,,
2009-10-14,,,,,,,,,,,,
2009-10-15,,,,,,,,,,,,
2009-10-16,,,,,,,,,,,,
2009-10-19,,,,,,,,,,,,
2009-10-20,,,,,,,,,,,,
2009-10-21,,,,,,,,,,,,
2009-10-22,,,,,,,,,,,,
2009-10-23,,,,,,,,,,,,
2009-10-26,,,,,,,,,,,,
2009-10-27,,,,,,,,,,,,
2009-10-28,,,,,,,,,,,,
2009-10-29,,,,,,,,,,,,
2009-10-30,,,,,,,,,,,,
2009-11-02,0.0,0.18362409662042056,0.0,0.0,0.0,0.0,0.2160719252415107,0.0,0.0,0.5,0.42136294421318954,0.0
2009-11-03,,,,,,,,,,,,
2009-11-04,,,,,,,,,,,,
2009-11-05,,,,,,,,,,,,
2009-11-06,,,,,,,,,,,,
2009-11-09,,,,,,,,,,,,
2009-11-10,,,,,,,,,,,,
2009-11-11,,,,,,,,,,,,
2009-11-12,,,,,,,,,,,,
2009-11-13,,,,,,,,,,,,
2009-11-16,,,,,,,,,,,,
2009-11-17,,,,,,,,,,,,
2009-11-18,,,,,,,,,,,,
2009-11-19,,,,,,,,,,,,
2009-11-20,,,,,,,,,,,,
2009-11-23,,,,,,,,,,,,
2009-11-24,,,,,,,,,,,,
2009-11-25,,,,,,,,,,,,
2009-11-27,,,,,,,,,,,,
2009-11-30,,,,,,,,,,,,
2009-12-01,0.0,0.1845225549296464,0.0,0.0,0.0,0.0,0.19828587376100834,0.0,0.0,0.5,0.4431979148230845,0.0
2009-12-02,,,,,,,,,,,,
2009-12-03,,,,,,,,,,,,
2009-12-04,,,,,,,,,,,,
2009-12-07,,,,,,,,,,,,
2009-12-08,,,,,,,,,,,,
2009-12-09,,,,,,,,,,,,
2009-12-10,,,,,,,,,,,,
2009-12-11,,,,,,,,,,,,
2009-12-14,,,,,,,,,,,,
2009-12-15,,,,,,,,,,,,
2009-12-16,,,,,,,,,,,,
2009-12-17,,,,,,,,,,,,
2009-12-18,,,,,,,,,,,,
2009-12-21,,,,,,,,,,,,
2009-12-22,,,,,,,,,,,,
2009-12-23,,,,,,,,,,,,
2009-12-24,,,,,,,,,,,,
2009-12-28,,,,,,,,,,,,
2009-12-29,,,,,,,,,,,,
2009-12-30,,,,,,,,,,,,
2009-12-31,,,,,,,,,,,,
2010-01-04,0.0,0.27375062543671236,0.0,0.0,0.0,0.0,0.2080893589756585,0.0,0.0,0.5,0.0,0.1993029399911075
2010-01-05,,,,,,,,,,,,
2010-01-06,,,,,,,,,,,,
2010-01-07,,,,,,,,,,,,
2010-01-08,,,,,,,,,,,,
2010-01-11,,,,,,,,,,,,
2010-01-12,,,,,,,,,,,,
2010-01-13,,,,,,,,,,,,
2010-01-14,,,,,,,,,,,,
2010-01-15,,,,,,,,,,,,
2010-01-19,,,,,,,,,,,,
2010-01-20,,,,,,,,,,,,
2010-01-21,,,,,,,,,,,,
2010-01-22,,,,,,,,,,,,
2010-01-25,,,,,,,,,,,,
2010-01-26,,,,,,,,,,,,
2010-01-27,,,,,,,,,,,,
2010-01-28,,,,,,,,,,,,
2010-01-29,,,,,,,,,,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.11934189929916361,0.14788110942565014,0.0,0.0,0.5,0.5,0.0
2010-02-02,,,,,,,,,,,,
2010-02-03,,,,,,,,,,,,
2010-02-04,,,,,,,,,,,,
2010-02-05,,,,,,,,,,,,
2010-02-08,,,,,,,,,,,,
2010-02-09,,,,,,,,,,,,
2010-02-10,,,,,,,,,,,,
2010-02-11,,,,,,,,,,,,
2010-02-12,,,,,,,,,,,,
2010-02-16,,,,,,,,,,,,
2010-02-17,,,,,,,,,,,,
2010-02-18,,,,,,,,,,,,
2010-02-19,,,,,,,,,,,,
2010-02-22,,,,,,,,,,,,
2010-02-23,,,,,,,,,,,,
2010-02-24,,,,,,,,,,,,
2010-02-25,,,,,,,,,,,,
2010-02-26,,,,,,,,,,,,
2010-03-01,0.0,0.17115224421098746,0.0,0.0,0.0,0.12158624885946431,0.0,0.0,0.0,0.5,0.5,0.0
2010-03-02,,,,,,,,,,,,
2010-03-03,,,,,,,,,,,,
2010-03-04,,,,,,,,,,,,
2010-03-05,,,,,,,,,,,,
2010-03-08,,,,,,,,,,,,
2010-03-09,,,,,,,,,,,,
2010-03-10,,,,,,,,,,,,
2010-03-11,,,,,,,,,,,,
2010-03-12,,,,,,,,,,,,
2010-03-15,,,,,,,,,,,,
2010-03-16,,,,,,,,,,,,
2010-03-17,,,,,,,,,,,,
2010-03-18,,,,,,,,,,,,
2010-03-19,,,,,,,,,,,,
2010-03-22,,,,,,,,,,,,
2010-03-23,,,,,,,,,,,,
2010-03-24,,,,,,,,,,,,
2010-03-25,,,,,,,,,,,,
2010-03-26,,,,,,,,,,,,
2010-03-29,,,,,,,,,,,,
2010-03-30,,,,,,,,,,,,
2010-03-31,,,,,,,,,,,,
2010-04-01,0.0,0.24052065210299894,0.0,0.0,0.0,0.18553336205268314,0.20357707527980068,0.0,0.0,0.0,0.5,0.0
2010-04-05,,,,,,,,,,,,
2010-04-06,,,,,,,,,,,,
2010-04-07,,,,,,,,,,,,
2010-04-08,,,,,,,,,,,,
2010-04-09,,,,,,,,,,,,
2010-04-12,,,,,,,,,,,,
2010-04-13,,,,,,,,,,,,
2010-04-14,,,,,,,,,,,,
2010-04-15,,,,,,,,,,,,
2010-04-16,,,,,,,,,,,,
2010-04-19,,,,,,,,,,,,
2010-04-20,,,,,,,,,,,,
2010-04-21,,,,,,,,,,,,
2010-04-22,,,,,,,,,,,,
2010-04-23,,,,,,,,,,,,
2010-04-26,,,,,,,,,,,,
2010-04-27,,,,,,,,,,,,
2010-04-28,,,,,,,,,,,,
2010-04-29,,,,,,,,,,,,
2010-04-30,,,,,,,,,,,,
2010-05-03,0.0,0.28837684332912894,0.0,0.0,0.0,0.15344091624155393,0.22971457721716698,0.0,0.0,0.0,0.5,0.0
2010-05-04,,,,,,,,,,,,
2010-05-05,,,,,,,,,,,,
2010-05-06,,,,,,,,,,,,
2010-05-07,,,,,,,,,,,,
2010-05-10,,,,,,,,,,,,
2010-05-11,,,,,,,,,,,,
2010-05-12,,,,,,,,,,,,
2010-05-13,,,,,,,,,,,,
2010-05-14,,,,,,,,,,,,
2010-05-17,,,,,,,,,,,,
2010-05-18,,,,,,,,,,,,
2010-05-19,,,,,,,,,,,,
2010-05-20,,,,,,,,,,,,
2010-05-21,,,,,,,,,,,,
2010-05-24,,,,,,,,,,,,
2010-05-25,,,,,,,,,,,,
2010-05-26,,,,,,,,,,,,
2010-05-27,,,,,,,,,,,,
2010-05-28,,,,,,,,,,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.09161488192003753,0.1974356827312361,0.0,0.0,0.5,0.5,0.0
2010-06-02,,,,,,,,,,,,
2010-06-03,,,,,,,,,,,,
2010-06-04,,,,,,,,,,,,
2010-06-07,,,,,,,,,,,,
2010-06-08,,,,,,,,,,,,
2010-06-09,,,,,,,,,,,,
2010-06-10,,,,,,,,,,,,
2010-06-11,,,,,,,,,,,,
2010-06-14,,,,,,,,,,,,
2010-06-15,,,,,,,,,,,,
2010-06-16,,,,,,,,,,,,
2010-06-17,,,,,,,,,,,,
2010-06-18,,,,,,,,,,,,
2010-06-21,,,,,,,,,,,,
2010-06-22,,,,,,,,,,,,
2010-06-23,,,,,,,,,,,,
2010-06-24,,,,,,,,,,,,
2010-06-25,,,,,,,,,,,,
2010-06-28,,,,,,,,,,,,
2010-06-29,,,,,,,,,,,,
2010-06-30,,,,,,,,,,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.10164056839294713,0.22015168886459657,0.5,0.0,0.0,0.5,0.0
2010-07-02,,,,,,,,,,,,
2010-07-06,,,,,,,,,,,,
2010-07-07,,,,,,,,,,,,
2010-07-08,,,,,,,,,,,,
2010-07-09,,,,,,,,,,,,
2010-07-12,,,,,,,,,,,,
2010-07-13,,,,,,,,,,,,
2010-07-14,,,,,,,,,,,,
2010-07-15,,,,,,,,,,,,
2010-07-16,,,,,,,,,,,,
2010-07-19,,,,,,,,,,,,
2010-07-20,,,,,,,,,,,,
2010-07-21,,,,,,,,,,,,
2010-07-22,,,,,,,,,,,,
2010-07-23,,,,,,,,,,,,
2010-07-26,,,,,,,,,,,,
2010-07-27,,,,,,,,,,,,
2010-07-28,,,,,,,,,,,,
2010-07-29,,,,,,,,,,,,
2010-07-30,,,,,,,,,,,,
2010-08-02,0.0,0.0,0.0,0.0,0.0,0.09995439198696264,0.21114961884019423,0.5,0.0,0.0,0.5,0.0
2010-08-03,,,,,,,,,,,,
2010-08-04,,,,,,,,,,,,
2010-08-05,,,,,,,,,,,,
2010-08-06,,,,,,,,,,,,
2010-08-09,,,,,,,,,,,,
2010-08-10,,,,,,,,,,,,
2010-08-11,,,,,,,,,,,,
2010-08-12,,,,,,,,,,,,
2010-08-13,,,,,,,,,,,,
2010-08-16,,,,,,,,,,,,
2010-08-17,,,,,,,,,,,,
2010-08-18,,,,,,,,,,,,
2010-08-19,,,,,,,,,,,,
2010-08-20,,,,,,,,,,,,
2010-08-23,,,,,,,,,,,,
2010-08-24,,,,,,,,,,,,
2010-08-25,,,,,,,,,,,,
2010-08-26,,,,,,,,,,,,
2010-08-27,,,,,,,,,,,,
2010-08-30,,,,,,,,,,,,
2010-08-31,,,,,,,,,,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.11725843799974556,0.23662389568204392,0.4792286039141783,0.0,0.0,0.5,0.0
2010-09-02,,,,,,,,,,,,
2010-09-03,,,,,,,,,,,,
2010-09-07,,,,,,,,,,,,
2010-09-08,,,,,,,,,,,,
2010-09-09,,,,,,,,,,,,
2010-09-10,,,,,,,,,,,,
2010-09-13,,,,,,,,,,,,
2010-09-14,,,,,,,,,,,,
2010-09-15,,,,,,,,,,,,
2010-09-16,,,,,,,,,,,,
2010-09-17,,,,,,,,,,,,
2010-09-20,,,,,,,,,,,,
2010-09-21,,,,,,,,,,,,
2010-09-22,,,,,,,,,,,,
2010-09-23,,,,,,,,,,,,
2010-09-24,,,,,,,,,,,,
2010-09-27,,,,,,,,,,,,
2010-09-28,,,,,,,,,,,,
2010-09-29,,,,,,,,,,,,
2010-09-30,,,,,,,,,,,,
2010-10-01,0.0,0.0,0.0,0.0,0.15131901685408733,0.0,0.2819961256619648,0.0,0.0,0.5,0.5,0.0
2010-10-04,,,,,,,,,,,,
2010-10-05,,,,,,,,,,,,
2010-10-06,,,,,,,,,,,,
2010-10-07,,,,,,,,,,,,
2010-10-08,,,,,,,,,,,,
2010-10-11,,,,,,,,,,,,
2010-10-12,,,,,,,,,,,,
2010-10-13,,,,,,,,,,,,
2010-10-14,,,,,,,,,,,,
2010-10-15,,,,,,,,,,,,
2010-10-18,,,,,,,,,,,,
2010-10-19,,,,,,,,,,,,
2010-10-20,,,,,,,,,,,,
2010-10-21,,,,,,,,,,,,
2010-10-22,,,,,,,,,,,,
2010-10-25,,,,,,,,,,,,
2010-10-26,,,,,,,,,,,,
2010-10-27,,,,,,,,,,,,
2010-10-28,,,,,,,,,,,,
2010-10-29,,,,,,,,,,,,
2010-11-01,0.0,0.20451522294521743,0.0,0.0,0.0,0.0,0.2611014218681625,0.0,0.0,0.5,0.5,0.0
2010-11-02,,,,,,,,,,,,
2010-11-03,,,,,,,,,,,,
2010-11-04,,,,,,,,,,,,
2010-11-05,,,,,,,,,,,,
2010-11-08,,,,,,,,,,,,
2010-11-09,,,,,,,,,,,,
2010-11-10,,,,,,,,,,,,
2010-11-11,,,,,,,,,,,,
2010-11-12,,,,,,,,,,,,
2010-11-15,,,,,,,,,,,,
2010-11-16,,,,,,,,,,,,
2010-11-17,,,,,,,,,,,,
2010-11-18,,,,,,,,,,,,
2010-11-19,,,,,,,,,,,,
2010-11-22,,,,,,,,,,,,
2010-11-23,,,,,,,,,,,,
2010-11-24,,,,,,,,,,,,
2010-11-26,,,,,,,,,,,,
2010-11-29,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,
2010-12-01,0.0,0.3076964362138566,0.0,0.0,0.0,0.0,0.2736183936589209,0.0,0.0,0.0,0.5,0.22216414075024554
2010-12-02,,,,,,,,,,,,
2010-12-03,,,,,,,,,,,,
2010-12-06,,,,,,,,,,,,
2010-12-07,,,,,,,,,,,,
2010-12-08,,,,,,,,,,,,
2010-12-09,,,,,,,,,,,,
2010-12-10,,,,,,,,,,,,
2010-12-13,,,,,,,,,,,,
2010-12-14,,,,,,,,,,,,
2010-12-15,,,,,,,,,,,,
2010-12-16,,,,,,,,,,,,
2010-12-17,,,,,,,,,,,,
2010-12-20,,,,,,,,,,,,
2010-12-21,,,,,,,,,,,,
2010-12-22,,,,,,,,,,,,
2010-12-23,,,,,,,,,,,,
2010-12-27,,,,,,,,,,,,
2010-12-28,,,,,,,,,,,,
2010-12-29,,,,,,,,,,,,
2010-12-30,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,
2011-01-03,0.0,0.0,0.27798883947534875,0.0,0.0,0.0,0.24728903862611254,0.0,0.0,0.0,0.5,0.2130505176385793
2011-01-04,,,,,,,,,,,,
2011-01-05,,,,,,,,,,,,
2011-01-06,,,,,,,,,,,,
2011-01-07,,,,,,,,,,,,
2011-01-10,,,,,,,,,,,,
2011-01-11,,,,,,,,,,,,
2011-01-12,,,,,,,,,,,,
2011-01-13,,,,,,,,,,,,
2011-01-14,,,,,,,,,,,,
2011-01-18,,,,,,,,,,,,
2011-01-19,,,,,,,,,,,,
2011-01-20,,,,,,,,,,,,
2011-01-21,,,,,,,,,,,,
2011-01-24,,,,,,,,,,,,
2011-01-25,,,,,,,,,,,,
2011-01-26,,,,,,,,,,,,
2011-01-27,,,,,,,,,,,,
2011-01-28,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,
2011-02-01,0.0,0.28953235171228436,0.0,0.0,0.0,0.2237450588491908,0.22969692523545507,0.0,0.0,0.0,0.0,0.2073282962753589
2011-02-02,,,,,,,,,,,,
2011-02-03,,,,,,,,,,,,
2011-02-04,,,,,,,,,,,,
2011-02-07,,,,,,,,,,,,
2011-02-08,,,,,,,,,,,,
2011-02-09,,,,,,,,,,,,
2011-02-10,,,,,,,,,,,,
2011-02-11,,,,,,,,,,,,
2011-02-14,,,,,,,,,,,,
2011-02-15,,,,,,,,,,,,
2011-02-16,,,,,,,,,,,,
2011-02-17,,,,,,,,,,,,
2011-02-18,,,,,,,,,,,,
2011-02-22,,,,,,,,,,,,
2011-02-23,,,,,,,,,,,,
2011-02-24,,,,,,,,,,,,
2011-02-25,,,,,,,,,,,,
2011-02-28,,,,,,,,,,,,
2011-03-01,0.0,0.2741317470467859,0.0,0.0,0.0,0.24200311365376773,0.24985393476960915,0.0,0.0,0.0,0.0,0.2366714119697464
2011-03-02,,,,,,,,,,,,
2011-03-03,,,,,,,,,,,,
2011-03-04,,,,,,,,,,,,
2011-03-07,,,,,,,,,,,,
2011-03-08,,,,,,,,,,,,
2011-03-09,,,,,,,,,,,,
2011-03-10,,,,,,,,,,,,
2011-03-11,,,,,,,,,,,,
2011-03-14,,,,,,,,,,,,
